timestamp,open,high,low,close,volume
2025-10-01 00:39:00,4132.16,4132.47,4129.34,4131.22,1471.367
2025-10-01 00:40:00,4131.23,4131.52,4129.88,4130.79,523.133
2025-10-01 00:41:00,4130.8,4132.35,4130.01,4130.23,900.306
2025-10-01 00:42:00,4130.24,4130.24,4122.96,4124.9,4977.323
2025-10-01 00:43:00,4124.9,4126.0,4123.27,4123.7,1436.623
2025-10-01 00:44:00,4123.71,4124.37,4122.81,4124.37,1503.204
2025-10-01 00:45:00,4124.36,4127.62,4124.36,4127.57,1295.117
2025-10-01 00:46:00,4127.56,4130.75,4127.52,4129.64,2945.747
2025-10-01 00:47:00,4129.63,4129.64,4120.61,4123.77,5780.885
2025-10-01 00:48:00,4123.78,4124.72,4123.37,4124.72,744.781
2025-10-01 00:49:00,4124.71,4127.83,4124.16,4127.66,1392.42
2025-10-01 00:50:00,4127.65,4131.43,4127.65,4129.91,1719.54
2025-10-01 00:51:00,4129.91,4130.2,4127.66,4130.2,815.803
2025-10-01 00:52:00,4130.19,4132.6,4129.35,4132.0,987.883
2025-10-01 00:53:00,4132.0,4134.92,4131.99,4134.71,2555.708
2025-10-01 00:54:00,4134.71,4143.62,4134.49,4143.18,6603.077
2025-10-01 00:55:00,4143.18,4145.0,4142.82,4142.98,2726.437
2025-10-01 00:56:00,4142.98,4144.19,4141.46,4144.07,1709.607
2025-10-01 00:57:00,4144.08,4144.57,4142.75,4142.99,803.352
2025-10-01 00:58:00,4142.99,4144.49,4142.6,4143.52,1536.915
2025-10-01 00:59:00,4143.53,4146.66,4143.52,4146.65,2982.712
2025-10-01 01:00:00,4146.65,4147.82,4143.38,4144.27,2639.704
2025-10-01 01:01:00,4144.28,4144.65,4142.0,4142.24,878.676
2025-10-01 01:02:00,4142.24,4142.3,4139.94,4142.03,963.993
2025-10-01 01:03:00,4142.03,4145.28,4140.61,4144.29,1153.175
2025-10-01 01:04:00,4144.29,4146.0,4143.38,4145.48,951.465
2025-10-01 01:05:00,4145.48,4148.43,4145.47,4146.1,1851.313
2025-10-01 01:06:00,4146.11,4150.0,4146.1,4148.89,2436.183
2025-10-01 01:07:00,4148.9,4149.41,4146.25,4146.25,821.894
2025-10-01 01:08:00,4146.25,4146.45,4145.96,4146.27,852.754
2025-10-01 01:09:00,4146.27,4148.71,4146.26,4148.71,766.163
2025-10-01 01:10:00,4148.71,4155.39,4148.37,4153.0,6636.97
2025-10-01 01:11:00,4153.0,4153.77,4150.04,4150.05,3386.391
2025-10-01 01:12:00,4150.04,4150.85,4148.64,4148.67,1150.849
2025-10-01 01:13:00,4148.66,4150.0,4147.98,4149.99,667.228
2025-10-01 01:14:00,4150.0,4151.48,4148.96,4148.96,652.528
2025-10-01 01:15:00,4148.97,4149.6,4148.25,4148.93,1243.447
2025-10-01 01:16:00,4148.93,4151.87,4146.26,4147.99,1619.608
2025-10-01 01:17:00,4147.99,4149.8,4147.65,4149.8,782.239
2025-10-01 01:18:00,4149.79,4151.32,4146.56,4147.16,1311.584
2025-10-01 01:19:00,4147.17,4147.17,4142.39,4143.58,1416.945
2025-10-01 01:20:00,4143.58,4146.67,4143.48,4145.53,920.555
2025-10-01 01:21:00,4145.54,4148.03,4143.54,4143.92,1303.992
2025-10-01 01:22:00,4143.92,4146.56,4141.16,4146.56,1574.133
2025-10-01 01:23:00,4146.55,4149.53,4145.83,4149.49,2005.265
2025-10-01 01:24:00,4149.49,4150.0,4147.27,4149.31,1670.107
2025-10-01 01:25:00,4149.31,4151.09,4147.43,4151.09,765.12
2025-10-01 01:26:00,4151.1,4151.64,4150.14,4151.51,804.018
2025-10-01 01:27:00,4151.5,4151.51,4148.22,4148.22,855.82
2025-10-01 01:28:00,4148.23,4152.4,4148.23,4152.4,1823.652
2025-10-01 01:29:00,4152.4,4157.81,4148.76,4151.01,8280.66
2025-10-01 01:30:00,4151.01,4151.78,4148.62,4148.62,1390.821
2025-10-01 01:31:00,4148.62,4148.62,4145.28,4146.36,935.317
2025-10-01 01:32:00,4146.35,4146.96,4146.28,4146.65,590.167
2025-10-01 01:33:00,4146.65,4146.65,4145.52,4145.86,794.167
2025-10-01 01:34:00,4145.86,4145.92,4143.92,4144.48,1122.453
2025-10-01 01:35:00,4144.48,4151.91,4143.92,4150.39,2756.031
2025-10-01 01:36:00,4150.39,4151.18,4148.35,4150.72,939.043
2025-10-01 01:37:00,4150.72,4155.77,4150.72,4153.35,1681.217
2025-10-01 01:38:00,4153.34,4155.45,4153.34,4155.14,1709.87
2025-10-01 01:39:00,4155.13,4158.22,4154.61,4157.42,1924.426
2025-10-01 01:40:00,4157.43,4162.62,4157.03,4160.03,4435.139
2025-10-01 01:41:00,4160.03,4162.97,4160.02,4162.25,1682.923
2025-10-01 01:42:00,4162.25,4162.26,4159.38,4160.67,1720.977
2025-10-01 01:43:00,4160.68,4162.43,4160.33,4160.86,2253.058
2025-10-01 01:44:00,4160.86,4165.58,4160.54,4162.28,7414.471
2025-10-01 01:45:00,4162.29,4166.35,4161.45,4164.2,6163.011
2025-10-01 01:46:00,4164.2,4167.93,4162.42,4162.42,5032.012
2025-10-01 01:47:00,4162.42,4163.68,4161.46,4162.72,1769.817
2025-10-01 01:48:00,4162.73,4165.55,4162.72,4165.24,1572.812
2025-10-01 01:49:00,4165.23,4168.0,4165.23,4166.0,2459.354
2025-10-01 01:50:00,4166.01,4166.01,4164.18,4165.82,1808.341
2025-10-01 01:51:00,4165.82,4166.68,4163.09,4164.03,1264.277
2025-10-01 01:52:00,4164.04,4167.73,4162.77,4167.73,1651.214
2025-10-01 01:53:00,4167.72,4169.79,4167.17,4167.17,1930.813
2025-10-01 01:54:00,4167.18,4171.52,4167.17,4170.84,2730.073
2025-10-01 01:55:00,4170.84,4172.47,4170.84,4171.43,2367.511
2025-10-01 01:56:00,4171.44,4172.37,4168.0,4170.5,3679.441
2025-10-01 01:57:00,4170.5,4171.0,4168.0,4168.0,1098.585
2025-10-01 01:58:00,4168.0,4168.81,4166.84,4167.72,1136.21
2025-10-01 01:59:00,4167.73,4169.99,4167.72,4168.68,941.074
2025-10-01 02:00:00,4168.68,4168.69,4166.27,4167.38,1645.461
2025-10-01 02:01:00,4167.37,4168.93,4166.2,4167.49,975.535
2025-10-01 02:02:00,4167.49,4168.02,4159.03,4159.93,7187.588
2025-10-01 02:03:00,4159.93,4162.4,4159.46,4159.99,5297.392
2025-10-01 02:04:00,4159.99,4165.33,4159.99,4164.28,1714.959
2025-10-01 02:05:00,4164.28,4165.33,4161.11,4161.94,1534.573
2025-10-01 02:06:00,4161.95,4163.46,4160.97,4162.24,1283.885
2025-10-01 02:07:00,4162.25,4163.88,4161.49,4161.88,742.842
2025-10-01 02:08:00,4161.89,4165.0,4161.89,4165.0,781.428
2025-10-01 02:09:00,4165.0,4165.0,4162.91,4163.25,1016.764
2025-10-01 02:10:00,4163.24,4164.35,4158.61,4159.76,1878.864
2025-10-01 02:11:00,4159.76,4161.19,4159.74,4161.18,891.518
2025-10-01 02:12:00,4161.19,4161.96,4160.17,4161.95,1117.914
2025-10-01 02:13:00,4161.95,4162.9,4161.32,4161.36,588.084
2025-10-01 02:14:00,4161.37,4162.09,4160.96,4161.33,602.31
2025-10-01 02:15:00,4161.32,4161.87,4159.88,4160.51,1690.424
2025-10-01 02:16:00,4160.51,4163.2,4158.78,4162.99,1141.227
2025-10-01 02:17:00,4162.98,4165.88,4162.86,4165.65,720.567
2025-10-01 02:18:00,4165.65,4167.7,4165.53,4167.69,713.285
2025-10-01 02:19:00,4167.7,4167.7,4164.72,4166.27,863.068
2025-10-01 02:20:00,4166.28,4166.77,4164.35,4164.35,916.3
2025-10-01 02:21:00,4164.36,4166.99,4163.46,4166.91,731.126
2025-10-01 02:22:00,4166.92,4167.67,4163.64,4165.75,889.433
2025-10-01 02:23:00,4165.75,4167.25,4165.75,4167.0,650.407
2025-10-01 02:24:00,4167.0,4167.8,4165.51,4165.51,727.682
2025-10-01 02:25:00,4165.52,4166.97,4165.5,4165.9,340.147
2025-10-01 02:26:00,4165.89,4166.5,4164.59,4164.59,852.541
2025-10-01 02:27:00,4164.58,4165.4,4164.15,4165.33,1132.342
2025-10-01 02:28:00,4165.33,4165.48,4164.32,4164.32,495.168
2025-10-01 02:29:00,4164.32,4164.72,4164.03,4164.43,344.004
2025-10-01 02:30:00,4164.44,4165.0,4162.31,4162.55,885.335
2025-10-01 02:31:00,4162.54,4162.54,4158.52,4158.85,1537.63
2025-10-01 02:32:00,4158.84,4160.64,4158.6,4160.64,931.309
2025-10-01 02:33:00,4160.63,4162.92,4160.63,4161.8,1066.276
2025-10-01 02:34:00,4161.8,4162.13,4161.8,4161.99,260.557
2025-10-01 02:35:00,4161.99,4162.23,4160.3,4160.59,1023.663
2025-10-01 02:36:00,4160.59,4163.55,4160.58,4163.55,1546.403
2025-10-01 02:37:00,4163.55,4163.99,4163.31,4163.65,1049.331
2025-10-01 02:38:00,4163.66,4163.9,4162.88,4163.6,667.593
2025-10-01 02:39:00,4163.59,4163.8,4162.95,4163.42,562.503
2025-10-01 02:40:00,4163.41,4163.41,4159.0,4159.36,1110.37
2025-10-01 02:41:00,4159.37,4160.93,4159.36,4159.85,622.801
2025-10-01 02:42:00,4159.85,4160.02,4158.46,4158.85,713.284
2025-10-01 02:43:00,4158.8,4159.12,4158.32,4158.86,782.55
2025-10-01 02:44:00,4158.86,4158.98,4157.0,4157.24,1160.645
2025-10-01 02:45:00,4157.24,4157.25,4150.0,4152.63,6758.646
2025-10-01 02:46:00,4152.63,4156.48,4152.63,4155.69,936.634
2025-10-01 02:47:00,4155.68,4158.6,4155.68,4157.29,1224.235
2025-10-01 02:48:00,4157.3,4157.51,4155.31,4156.62,1286.709
2025-10-01 02:49:00,4156.62,4158.58,4156.51,4156.51,1100.63
2025-10-01 02:50:00,4156.5,4156.5,4151.27,4151.73,1801.814
2025-10-01 02:51:00,4151.72,4155.19,4150.79,4154.3,2112.491
2025-10-01 02:52:00,4154.31,4156.38,4154.3,4156.17,1170.665
2025-10-01 02:53:00,4156.17,4156.75,4153.86,4153.88,1033.136
2025-10-01 02:54:00,4153.87,4154.5,4152.25,4154.49,1212.635
2025-10-01 02:55:00,4154.49,4155.5,4152.79,4153.23,1043.771
2025-10-01 02:56:00,4153.23,4154.13,4153.23,4153.68,705.7
2025-10-01 02:57:00,4153.69,4153.69,4150.85,4151.01,2093.142
2025-10-01 02:58:00,4151.01,4152.21,4151.0,4151.45,1302.855
2025-10-01 02:59:00,4151.45,4151.99,4150.54,4150.99,3600.534
2025-10-01 03:00:00,4151.0,4151.97,4149.0,4150.69,3772.667
2025-10-01 03:01:00,4150.69,4150.71,4150.14,4150.23,1106.452
2025-10-01 03:02:00,4150.22,4150.23,4147.32,4147.53,3286.621
2025-10-01 03:03:00,4147.53,4148.66,4144.1,4148.59,2644.605
2025-10-01 03:04:00,4148.59,4149.72,4145.0,4145.23,2543.541
2025-10-01 03:05:00,4145.24,4145.98,4143.4,4145.75,3401.937
2025-10-01 03:06:00,4145.75,4146.83,4144.55,4146.83,1035.183
2025-10-01 03:07:00,4146.82,4147.87,4146.52,4146.86,1854.904
2025-10-01 03:08:00,4146.86,4150.0,4146.86,4148.28,2839.683
2025-10-01 03:09:00,4148.28,4149.32,4147.18,4147.19,1358.319
2025-10-01 03:10:00,4147.19,4148.8,4146.09,4148.76,1455.288
2025-10-01 03:11:00,4148.75,4150.0,4148.02,4149.4,1250.647
2025-10-01 03:12:00,4149.4,4150.0,4149.18,4149.99,1070.488
2025-10-01 03:13:00,4149.99,4150.0,4146.89,4148.28,996.37
2025-10-01 03:14:00,4148.28,4148.57,4148.12,4148.55,868.585
2025-10-01 03:15:00,4148.56,4149.16,4141.61,4148.5,5576.93
2025-10-01 03:16:00,4148.5,4148.5,4145.46,4148.4,1202.124
2025-10-01 03:17:00,4148.41,4149.58,4144.54,4144.94,2487.54
2025-10-01 03:18:00,4144.95,4145.12,4142.6,4143.95,1793.648
2025-10-01 03:19:00,4143.96,4145.89,4143.71,4145.88,983.382
2025-10-01 03:20:00,4145.88,4148.92,4145.61,4146.38,805.607
2025-10-01 03:21:00,4146.38,4146.38,4142.81,4143.37,842.561
2025-10-01 03:22:00,4143.37,4144.81,4141.41,4142.07,5215.572
2025-10-01 03:23:00,4142.06,4143.05,4138.42,4140.81,6462.565
2025-10-01 03:24:00,4140.81,4144.6,4140.81,4144.6,2661.488
2025-10-01 03:25:00,4144.6,4147.26,4144.09,4146.41,1511.0
2025-10-01 03:26:00,4146.41,4147.7,4145.83,4145.84,698.548
2025-10-01 03:27:00,4145.84,4146.4,4144.29,4144.59,609.095
2025-10-01 03:28:00,4144.59,4144.59,4138.4,4140.34,4059.54
2025-10-01 03:29:00,4140.34,4142.68,4138.75,4139.52,1563.354
2025-10-01 03:30:00,4139.51,4143.45,4139.18,4143.18,1720.72
2025-10-01 03:31:00,4143.17,4143.18,4140.4,4141.64,712.939
2025-10-01 03:32:00,4141.65,4141.78,4139.87,4139.87,1106.849
2025-10-01 03:33:00,4139.87,4141.4,4139.87,4140.85,470.4
2025-10-01 03:34:00,4140.85,4144.3,4140.85,4144.29,756.808
2025-10-01 03:35:00,4144.29,4146.99,4144.29,4145.86,1764.186
2025-10-01 03:36:00,4145.86,4146.78,4144.96,4145.42,1134.376
2025-10-01 03:37:00,4145.42,4145.42,4141.61,4142.78,1073.319
2025-10-01 03:38:00,4142.78,4142.78,4141.0,4141.43,677.911
2025-10-01 03:39:00,4141.44,4142.52,4141.44,4142.27,750.261
2025-10-01 03:40:00,4142.27,4142.52,4141.04,4142.02,2915.55
2025-10-01 03:41:00,4142.02,4142.23,4140.33,4140.34,909.269
2025-10-01 03:42:00,4140.34,4140.34,4136.49,4139.0,3509.403
2025-10-01 03:43:00,4138.99,4139.54,4134.05,4135.1,2961.714
2025-10-01 03:44:00,4135.1,4136.72,4135.09,4136.0,1679.083
2025-10-01 03:45:00,4136.01,4136.01,4131.12,4133.17,3854.495
2025-10-01 03:46:00,4133.17,4133.17,4130.67,4131.47,2074.746
2025-10-01 03:47:00,4131.47,4131.68,4130.0,4130.21,3385.792
2025-10-01 03:48:00,4130.21,4133.19,4129.2,4133.18,3079.867
2025-10-01 03:49:00,4133.19,4133.19,4128.0,4129.39,2263.478
2025-10-01 03:50:00,4129.4,4130.63,4127.25,4130.16,3082.992
2025-10-01 03:51:00,4130.17,4132.17,4130.11,4131.71,2869.043
2025-10-01 03:52:00,4131.72,4133.02,4128.63,4128.96,3724.425
2025-10-01 03:53:00,4128.96,4128.98,4127.22,4127.23,2965.414
2025-10-01 03:54:00,4127.22,4128.84,4127.22,4128.13,2123.049
2025-10-01 03:55:00,4128.13,4130.54,4127.09,4129.45,1418.723
2025-10-01 03:56:00,4129.45,4129.87,4129.18,4129.18,670.28
2025-10-01 03:57:00,4129.19,4129.19,4127.97,4127.97,488.174
2025-10-01 03:58:00,4127.97,4128.29,4127.55,4127.79,1033.507
2025-10-01 03:59:00,4127.79,4128.76,4126.05,4126.84,2531.281
2025-10-01 04:00:00,4126.84,4132.52,4124.35,4132.52,4078.356
2025-10-01 04:01:00,4132.51,4138.21,4132.51,4137.86,5750.064
2025-10-01 04:02:00,4137.86,4141.0,4137.85,4139.7,3773.844
2025-10-01 04:03:00,4139.71,4140.49,4136.41,4137.43,1595.49
2025-10-01 04:04:00,4137.42,4138.58,4136.02,4138.58,1468.253
2025-10-01 04:05:00,4138.58,4143.8,4138.58,4139.38,5391.785
2025-10-01 04:06:00,4139.38,4144.8,4139.38,4142.75,3699.437
2025-10-01 04:07:00,4142.75,4144.6,4142.69,4144.59,1695.744
2025-10-01 04:08:00,4144.59,4145.29,4142.81,4143.13,2308.873
2025-10-01 04:09:00,4143.13,4143.77,4139.55,4140.94,1844.943
2025-10-01 04:10:00,4140.94,4140.94,4138.71,4140.57,1762.675
2025-10-01 04:11:00,4140.58,4140.59,4138.29,4139.0,692.179
2025-10-01 04:12:00,4138.99,4142.1,4138.99,4141.37,652.037
2025-10-01 04:13:00,4141.36,4141.72,4138.9,4139.72,1731.497
2025-10-01 04:14:00,4139.73,4140.64,4139.24,4139.83,726.061
2025-10-01 04:15:00,4139.84,4143.55,4139.83,4142.74,769.821
2025-10-01 04:16:00,4142.74,4142.74,4139.2,4139.95,692.891
2025-10-01 04:17:00,4139.95,4142.24,4139.34,4142.24,934.768
2025-10-01 04:18:00,4142.25,4146.66,4142.25,4146.23,1632.605
2025-10-01 04:19:00,4146.24,4149.13,4146.0,4147.78,3838.66
2025-10-01 04:20:00,4147.78,4148.24,4145.48,4145.74,1346.071
2025-10-01 04:21:00,4145.75,4146.85,4141.83,4142.4,2454.419
2025-10-01 04:22:00,4142.4,4144.46,4140.55,4141.66,3109.772
2025-10-01 04:23:00,4141.66,4144.15,4141.13,4143.82,493.623
2025-10-01 04:24:00,4143.83,4146.64,4143.82,4145.16,563.669
2025-10-01 04:25:00,4145.17,4147.27,4145.05,4145.06,1098.102
2025-10-01 04:26:00,4145.06,4145.72,4144.74,4144.8,684.803
2025-10-01 04:27:00,4144.79,4144.79,4143.0,4143.31,578.235
2025-10-01 04:28:00,4143.31,4144.53,4142.74,4143.99,686.103
2025-10-01 04:29:00,4143.99,4148.49,4143.98,4148.49,1178.819
2025-10-01 04:30:00,4148.49,4152.81,4148.48,4149.18,4802.112
2025-10-01 04:31:00,4149.18,4149.72,4147.28,4148.58,1284.187
2025-10-01 04:32:00,4148.58,4155.0,4148.58,4154.33,4665.804
2025-10-01 04:33:00,4154.33,4155.0,4150.5,4151.26,2396.139
2025-10-01 04:34:00,4151.27,4151.27,4143.0,4143.52,5788.656
2025-10-01 04:35:00,4143.51,4146.0,4143.15,4144.29,940.761
2025-10-01 04:36:00,4144.29,4148.38,4144.29,4147.67,820.642
2025-10-01 04:37:00,4147.66,4151.43,4147.34,4150.76,1160.963
2025-10-01 04:38:00,4150.76,4150.76,4147.32,4147.32,730.623
2025-10-01 04:39:00,4147.33,4147.33,4143.28,4143.5,593.322
2025-10-01 04:40:00,4143.5,4144.37,4142.62,4144.04,804.324
2025-10-01 04:41:00,4144.05,4147.02,4143.94,4146.36,541.33
2025-10-01 04:42:00,4146.35,4147.78,4145.95,4146.33,532.566
2025-10-01 04:43:00,4146.34,4146.84,4145.0,4145.01,661.269
2025-10-01 04:44:00,4145.0,4145.28,4143.83,4144.7,514.613
2025-10-01 04:45:00,4144.71,4145.44,4143.54,4143.92,895.521
2025-10-01 04:46:00,4143.93,4146.53,4143.93,4146.53,572.236
2025-10-01 04:47:00,4146.53,4149.91,4146.53,4149.02,843.943
2025-10-01 04:48:00,4149.02,4149.27,4145.77,4145.77,452.998
2025-10-01 04:49:00,4145.77,4147.43,4143.63,4147.43,642.415
2025-10-01 04:50:00,4147.43,4147.43,4144.48,4144.63,722.708
2025-10-01 04:51:00,4144.62,4145.72,4143.62,4145.72,986.613
2025-10-01 04:52:00,4145.72,4145.72,4142.71,4143.26,682.593
2025-10-01 04:53:00,4143.25,4143.25,4138.0,4139.3,2276.273
2025-10-01 04:54:00,4139.31,4139.58,4137.72,4138.59,2178.411
2025-10-01 04:55:00,4138.6,4139.23,4138.25,4139.22,641.405
2025-10-01 04:56:00,4139.23,4139.47,4134.99,4135.55,3720.017
2025-10-01 04:57:00,4135.55,4137.45,4134.28,4137.45,2431.329
2025-10-01 04:58:00,4137.45,4138.47,4137.35,4137.79,958.039
2025-10-01 04:59:00,4137.78,4138.47,4137.29,4138.47,730.452
2025-10-01 05:00:00,4138.47,4140.71,4138.47,4140.38,1591.968
2025-10-01 05:01:00,4140.38,4142.16,4137.79,4139.94,970.34
2025-10-01 05:02:00,4139.96,4143.72,4139.96,4140.5,1578.622
2025-10-01 05:03:00,4140.5,4141.96,4139.73,4139.85,865.171
2025-10-01 05:04:00,4139.86,4141.86,4139.51,4140.99,678.255
2025-10-01 05:05:00,4140.99,4143.0,4140.98,4142.06,922.44
2025-10-01 05:06:00,4142.06,4142.27,4141.56,4141.88,275.272
2025-10-01 05:07:00,4141.88,4146.87,4141.88,4145.35,1823.712
2025-10-01 05:08:00,4145.34,4147.77,4145.16,4146.85,1337.013
2025-10-01 05:09:00,4146.86,4149.81,4146.85,4149.07,1953.286
2025-10-01 05:10:00,4149.06,4149.37,4147.94,4149.37,587.624
2025-10-01 05:11:00,4149.37,4154.0,4149.36,4152.7,2496.37
2025-10-01 05:12:00,4152.71,4154.95,4152.71,4153.92,2161.398
2025-10-01 05:13:00,4153.91,4154.25,4150.3,4150.53,957.758
2025-10-01 05:14:00,4150.52,4150.53,4145.95,4147.59,3369.001
2025-10-01 05:15:00,4147.6,4148.6,4145.96,4146.85,1282.94
2025-10-01 05:16:00,4146.84,4148.28,4146.01,4148.28,485.636
2025-10-01 05:17:00,4148.28,4148.28,4146.18,4146.31,663.409
2025-10-01 05:18:00,4146.32,4149.48,4144.54,4148.89,787.869
2025-10-01 05:19:00,4148.9,4155.93,4148.48,4153.94,6390.714
2025-10-01 05:20:00,4153.94,4153.95,4150.41,4150.41,777.693
2025-10-01 05:21:00,4150.41,4150.42,4146.04,4147.74,900.109
2025-10-01 05:22:00,4147.75,4149.56,4147.22,4148.96,887.093
2025-10-01 05:23:00,4148.96,4150.93,4146.71,4146.71,1957.868
2025-10-01 05:24:00,4146.72,4147.36,4145.19,4146.79,637.544
2025-10-01 05:25:00,4146.79,4147.67,4143.43,4144.04,2281.38
2025-10-01 05:26:00,4144.04,4145.79,4142.0,4145.79,2898.322
2025-10-01 05:27:00,4145.8,4146.27,4145.0,4145.34,588.367
2025-10-01 05:28:00,4145.34,4145.34,4143.75,4144.14,439.343
2025-10-01 05:29:00,4144.13,4147.01,4144.13,4146.37,458.463
2025-10-01 05:30:00,4146.37,4146.4,4144.98,4145.06,448.531
2025-10-01 05:31:00,4145.07,4145.07,4142.49,4143.7,754.549
2025-10-01 05:32:00,4143.71,4146.23,4142.33,4146.23,642.564
2025-10-01 05:33:00,4146.24,4148.29,4146.24,4146.94,537.438
2025-10-01 05:34:00,4146.94,4150.74,4146.94,4150.23,1963.31
2025-10-01 05:35:00,4150.24,4150.93,4147.77,4148.52,2822.826
2025-10-01 05:36:00,4148.52,4150.93,4148.51,4150.2,1424.462
2025-10-01 05:37:00,4150.2,4151.01,4150.2,4150.26,453.151
2025-10-01 05:38:00,4150.26,4151.62,4150.25,4151.47,439.443
2025-10-01 05:39:00,4151.47,4151.48,4149.3,4150.86,630.037
2025-10-01 05:40:00,4150.85,4151.65,4150.08,4150.13,592.534
2025-10-01 05:41:00,4150.13,4150.13,4148.55,4149.24,701.936
2025-10-01 05:42:00,4149.24,4150.0,4148.55,4148.56,383.049
2025-10-01 05:43:00,4148.56,4149.84,4147.81,4149.83,288.534
2025-10-01 05:44:00,4149.84,4149.84,4148.54,4149.32,184.111
2025-10-01 05:45:00,4149.31,4150.43,4147.84,4147.99,431.228
2025-10-01 05:46:00,4147.99,4147.99,4147.03,4147.06,307.103
2025-10-01 05:47:00,4147.07,4149.73,4147.06,4149.41,1402.094
2025-10-01 05:48:00,4149.4,4150.84,4148.21,4148.49,422.587
2025-10-01 05:49:00,4148.48,4150.5,4148.0,4149.4,372.346
2025-10-01 05:50:00,4149.4,4150.43,4148.0,4148.16,581.19
2025-10-01 05:51:00,4148.15,4148.31,4146.08,4148.0,563.503
2025-10-01 05:52:00,4148.0,4148.0,4146.1,4148.0,393.275
2025-10-01 05:53:00,4147.99,4148.98,4146.11,4148.4,1191.318
2025-10-01 05:54:00,4148.4,4148.4,4146.0,4146.3,1074.574
2025-10-01 05:55:00,4146.29,4147.27,4145.07,4145.13,893.369
2025-10-01 05:56:00,4145.13,4145.51,4143.65,4144.04,913.268
2025-10-01 05:57:00,4144.03,4144.7,4143.54,4144.07,909.087
2025-10-01 05:58:00,4144.07,4144.99,4142.06,4142.31,1358.207
2025-10-01 05:59:00,4142.3,4142.8,4142.0,4142.37,1539.106
2025-10-01 06:00:00,4142.36,4142.92,4137.34,4138.36,5587.295
2025-10-01 06:01:00,4138.35,4145.38,4135.8,4144.05,6379.084
2025-10-01 06:02:00,4144.05,4144.99,4140.52,4140.52,1583.721
2025-10-01 06:03:00,4140.52,4141.41,4138.39,4140.65,1188.407
2025-10-01 06:04:00,4140.65,4142.73,4139.6,4140.19,1199.755
2025-10-01 06:05:00,4140.19,4141.52,4139.4,4139.62,815.745
2025-10-01 06:06:00,4139.61,4141.93,4138.2,4139.53,1763.237
2025-10-01 06:07:00,4139.53,4140.46,4138.9,4139.57,940.77
2025-10-01 06:08:00,4139.57,4142.0,4137.74,4138.17,2349.274
2025-10-01 06:09:00,4138.17,4138.28,4132.46,4138.28,6337.145
2025-10-01 06:10:00,4138.28,4139.64,4134.47,4136.89,3689.493
